median_income,median_house_value
4.32,196900
4.7464,187500
4.2813,189500
3.7734,193900
2.7986,176100
4.1295,188000
4.2386,184200
3.7232,176200
4.3512,191400
4.015,186700
4.6167,237300
2.78,196300
6.6355,276100
5.1416,231400
4.0508,183900
3.9107,190700
3.75,190400
4.1577,174100
4.2219,162800
3.5967,141600
3.371,161800
4.05,177900
3.3629,137500
4.0313,147500
4.4732,194800
3.9613,182300
3.0902,190400
3.8506,167400
2.8438,174300
2.8594,215100
2.6442,156300
3.0625,142800
3.0635,160000
3.9219,142600
3.1403,153000
3.3017,87500
3.1773,186500
2.1838,159700
3.3846,162500
4.3882,189300
3.9816,179500
4.2222,207200
5.2563,211400
3.7162,201200
5.4485,225200
5.9838,271900
4.1603,160500
4.4766,230000
3.6696,218800
4.8611,229600
6.0905,224800
4.6452,273800
4.7656,230700
2.3674,219200
4.25,152100
5.7301,260900
4.875,230400
5.0287,265000
5.5312,239200
3.6364,252800
3.0417,137300
8.289,372400
6.8226,329800
7.3719,337400
3.7315,197900
4.2159,211300
6.5501,294900
3.8187,137500
4.2566,139200
3.599,262000
5.7121,222500
5.0875,224200
4.1484,230000
6.6324,347600
7.2845,301800
5.4286,273400
5.9582,288000
6.8645,318200
6.7919,295600
7.6709,319500
4.4728,205800
3.9929,225800
5.5501,274200
5.5702,342600
3.4133,290900
4.5962,304500
6.1092,306500
5.9449,276500
4.1366,158800
6.1181,284500
6.9261,284600
5.343,231900
7.0907,350200
6.799,292000
7.8195,390500
5.3428,279300
4.725,289600
6.091,290400
7.7313,316700
6.3749,278000
5.6825,264600
5.3737,252900
5.8195,286100
4.0345,229400
4.4148,239200
3.7479,213000
5.7117,247200
5.6765,265100
5.8541,281500
7.0173,382100
7.5699,333300
7.0151,350600
5.3674,339300
6.1572,344000
5.7395,289800
7.8453,343300
4.0229,363100
6.8939,383900
6.2984,269800
3.4679,219700
6.0494,240400
5.2655,243100
5.8252,264700
6.1624,279400
6.979,330700
2.8061,180300
7.3982,369100
6.2473,281900
6.8039,332900
7.3731,390800
5.5105,232100
5.888,447700
5.041,397600
4.355,429200
4.2289,442700
2.8352,408300
4.7245,273600
3.5848,186900
4.2165,234600
3.4899,216700
4.625,282200
4.0385,350000
3.5859,262500
3.2353,252900
4.6591,353100
3.0625,268800
4.3409,271400
10.1154,477700
6.4858,285400
4.8125,387800
4.0121,279700
2.7614,237500
2.7865,216700
5.3886,331900
6.3047,285700
4.4453,267800
6.7418,302500
5.1384,336900
5.163,261000
4.6649,237800
3.8365,250900
6.7395,342800
3.1912,220800
5.5514,255700
4.2875,134800
3.628,188500
4.7515,295600
7.248,302700
11.5199,500001
4.625,248800
5.3259,216400
1.6705,350000
5.8623,287800
7.7854,395300
6,271400
9.5268,437900
4.7821,169400
4.1862,188900
4.0238,182500
5.883,295100
6.0102,396900
6.6188,380000
4.7773,400000
5.4011,346400
4.8482,500001
4.6369,422200
5.0926,390500
4.537,495500
4.6528,457100
5.0476,500001
4.2287,500001
4.9044,485000
5.1824,500001
8.7397,500001
5.7704,500001
8.8281,461600
9.8177,500001
9.8346,401700
15.0001,500001
10.5424,500001
7.1673,340700
5.0699,266100
5.2589,226100
3.8038,174500
1.8015,62000
2.1944,87500
2.2708,67500
1.9074,68500
1.4617,46900
1.808,58500
1.7675,61300
1.6111,54300
1.2813,46700
2.0952,71300
1.7208,67500
2.925,176000
4.525,186000
2.7589,137500
6.394,316700
4.25,214800
5.7157,231200
5.742,221900
7.0879,338800
5.2001,235600
5.3559,235800
6.128,248200
5.5599,234100
6.0609,264900
3.8158,180000
3.3438,199600
3.0909,184400
4.7404,207500
4.506,240000
4.4261,304700
4.375,248100
6.6539,284900
3.1902,202400
4.0194,197400
3.369,190900
1.9439,177700
3.3125,191800
2.1375,150000
4.4545,192500
5.1345,210600
5.1507,207500
5.0091,211500
3.6289,195800
5.422,204100
5.8362,217500
3.9855,191900
2.2981,177700
3.4327,192800
3.0263,194200
3.5139,211700
2.9083,179200
3.0625,208800
3,221200
5.2077,181300
5.635,218900
5.8053,255900
5.0866,223500
7.1572,294900
5.8914,237600
4.1548,216600
5.4372,223200
5.5446,228900
5.9357,207400
5.1061,257500
6,233100
6.6453,270100
5.8426,259400
5.7705,247100
6.0553,369400
7.1221,384500
7.6144,376200
6.6137,342700
5.8283,362400
6.6312,360100
5.5767,372000
6.9324,364700
5.0102,340100
6.1142,240400
5.7837,258000
5.875,193800
8.4952,359600
5.32,219500
8.7015,390900
6,353500
6.6264,359100
7.3463,355600
5.0261,245100
4.8,196900
6.4288,320700
4.1379,212500
3.6217,195300
3.6442,193100
3.2465,277400
4.5395,256000
6.983,329700
4.6681,320700
5.844,273900
4.055,201900
5.123,159600
4.5833,190900
5.4216,263000
8.5407,398800
3.8792,218200
3.3155,237500
5.6093,244400
3.6815,245300
6.0162,318500
4.7466,258300
3.2933,260000
4.225,198400
4.625,229600
3.175,132800
4.53,226400
5.7018,286700
4.88,343900
8.6123,386700
3.8512,163800
4.6458,213400
5.8527,241000
5.6846,216100
5.2542,234600
5.7089,237400
4.535,289300
5.6094,279200
5.777,315900
6.1737,313100
7.5057,328500
3.8426,344400
4.9803,208600
3.9628,215600
4.0156,196000
3.1497,217600
3.7885,204500
4.1591,192300
4.4583,190100
5.1155,200900
5.6677,220700
5.3416,213000
4.0865,203700
3.9156,224100
3.8864,209300
4.6326,195200
4.5083,188000
3.4306,194200
4.5,202100
5.1775,213400
4.4821,214100
5.4746,226400
3.4167,187200
4.9777,212600
4.0455,197200
3.875,203000
5.2548,192600
5.103,207000
4.0039,195100
2.8169,165100
3.139,185700
3.0252,178000
4.7083,268100
3.369,269600
4.2422,159400
3.9559,161100
2.735,170800
3.1205,174000
2.95,165600
3.0147,217000
3.59,161900
2.9,176100
7.1425,393700
6.6704,240600
4.5033,160500
8.5621,347800
5.1315,181800
2.8649,137500
5.0731,185100
6.2427,218500
9.0683,367400
6.0394,321600
10.2252,462800
1.7083,143800
2.1987,124000
1.1912,170000
4.1316,200000
3.0375,171900
3.9722,127800
3.6563,146900
2.9125,145800
5.75,176600
4.1016,283300
3.5667,179200
5.5456,360000
3.9375,213200
3.087,196900
4.5795,158300
3.1193,153300
4.8182,146900
4.962,169500
3.01,163500
2.65,123800
4.1364,154500
1.7609,99300
3.0057,93600
1.8269,225000
2.6023,139300
3.653,146800
2.8155,101000
2.2917,118200
2.6319,97700
2.5373,143000
2.4273,138400
4.2917,184300
2.6701,139000
1.7375,122200
5.2903,239400
3.3802,216500
3.0917,128100
4.2723,193100
6,220100
5.1721,237100
6.4789,287800
8.4882,276600
4.2143,236500
5.07,233000
4.1685,217500
6.1642,277800
5.1857,220100
3.1583,239200
4.3962,264400
6.5322,394000
7.7499,334800
6.0302,273100
4.7941,247600
5.4896,229600
4.9,203700
2.6065,154900
5.3451,172100
3.3941,135900
5.419,267400
6.0804,198700
4.485,179400
2.5083,128500
4.05,134700
3.6455,139200
3.141,220100
4.3897,186300
4.0519,129200
2.655,86300
2.108,83800
2.3611,87900
4.2259,169300
2.1366,101900
2.7188,85300
6.0097,187500
5.8718,201400
3.816,147900
3.5288,141100
0.8691,136500
2.0807,142600
6.3914,218000
5.4498,217300
5.5205,188700
3.7904,173200
3.1875,110200
2.2292,92000
3.5265,124800
6,209400
3.5607,151900
4.4085,139400
2.9484,124400
4.0862,162700
4.0282,126400
2.7083,82100
4.4958,192600
4.4769,191400
3.1691,108700
2.7656,93600
3.3889,110800
3.4706,99300
2.9866,91300
2.8194,111300
4.6771,212000
3.0321,135500
4.0679,190500
1.0179,125000
4.515,164000
3.3021,158800
4.3553,220600
4.5129,196300
1.8238,158600
2.1287,55300
4.7019,212800
4.8214,201900
5.2536,191900
5.0126,192300
2.7463,156100
2.4278,167700
4.7143,150700
2.75,153200
2.3696,166800
3.6354,162900
4.8051,174300
3.9734,185400
10.9891,312500
3.9196,142700
2.8603,128900
3.0147,118800
3,175000
4.0819,141300
3.3699,244000
2.5326,139100
3.0403,148000
3.1972,151500
1.8914,87800
2.8125,83500
2.0221,70900
2.8812,81900
3.5417,96600
2.9559,118800
2.6458,102500
2.2656,88200
2.1216,102000
2.2019,130500
3.9583,126500
2.5893,83000
2.2101,88800
2.5156,71900
2.375,100000
1.7829,55900
2.2717,75900
2.1667,92800
3.0625,82500
2.2132,89200
2.2067,69600
1.5774,58000
1.625,75000
2.9554,89400
2.625,67500
3.5962,93600
2.1524,77100
5.8453,193800
1.6944,137500
3.4844,143800
3.6477,113400
1.6875,111500
3.3462,145200
2.5469,87800
2.9688,92900
2.4306,88900
3.025,90600
3.3622,105100
3.6415,124200
3.3687,123800
2.7054,141700
2.0284,101600
3.145,169100
3.0694,125000
2.1151,96700
1.6389,155000
2.1528,162500
1.1194,95800
1.685,114200
2.0436,82300
2.5804,92400
1.4514,79900
1.95,84800
2.025,125000
2.6071,112500
1.6943,85900
3.024,122500
2.7596,82200
2.4667,80700
7.2519,216600
8.2405,235200
7.6632,204800
6.6635,219600
8.5326,315200
4.3176,136200
2.6895,150000
3.2917,129300
3.575,125500
3.4044,117900
5.0194,148900
3.8618,134800
2.3798,118800
3.864,123400
4.337,157800
12.5381,112500
3.8682,116500
3.7344,115300
3.1384,111500
2.4408,117300
2.9583,132100
3.0542,123900
2.8173,110800
2.7452,98100
3.0208,112700
3.4491,133800
3.1667,122900
4.125,120700
1.1601,121400
4.0833,114400
4.3542,142600
4.0966,140100
4.0625,136800
4.8333,127900
3.7109,109100
3.0509,82700
2.2222,81300
4.0156,89300
3.5865,112000
3.1458,116000
2.87,117600
3.25,112500
3.1795,125600
2.4435,118500
3.5403,113500
4.1528,113900
4.0526,104500
4.5122,113300
2.1865,129300
2.4922,109400
4.6327,116000
2.1023,103700
3.9118,114100
3.9128,126900
4.1776,118700
4.375,129900
3.2731,113900
3.0437,110800
3.7333,121400
2.2548,113300
2.3851,113700
3.6667,314100
4.2788,148700
4.3222,138000
7.7197,193800
2.7083,87800
2.6442,92000
3.05,97800
4.2321,162800
1.6955,86800
2.0742,76200
1.9052,83400
4.2589,152200
3.0606,119500
2.76,95200
3.0909,98300
1.4719,88600
3.016,96600
4.566,116900
4.5625,171300
4.4063,128500
4.84,116400
3.3966,115000
4.8371,160600
4.2099,138700
4.9886,158100
4.369,121100
3.6711,108200
4.4545,142400
2.1764,135300
3.8529,145500
3.2067,124700
5.2759,182900
3.8906,141000
4.0833,141000
3.6691,137500
5.3269,375000
3.1859,153100
2.6979,75000
4.2263,203200
4.4762,163900
1.625,164300
7.0215,257100
7.5408,271900
5.9333,229400
5.4872,203400
3.5525,137600
2.3417,191700
5.6973,164800
5.1695,220800
7.2379,251000
4.1865,154300
4.8167,163300
3.4459,198800
6.1561,233500
6.155,246400
5.3735,214600
7.8118,244200
4.3723,135600
3.2857,139100
2.9821,115600
4.55,146800
4.9984,169100
3.6979,99600
4.1264,124600
4.2985,139200
4.8214,143400
1.7059,85800
3.0687,88500
2.7813,112900
3.1985,117300
4.0256,127100
3.0122,114700
3.7431,132800
3.5208,121100
3.4028,110500
3.2311,105600
3.5227,105400
2.6776,122000
3.6583,126100
3.9522,124600
2.2241,127300
3.3187,144800
4.7295,149900
3.6071,159100
4.2207,141100
6.8089,334100
4.0556,158000
4.131,123800
2.5656,102500
3.1312,91000
5.0493,239800
2.4861,96200
2.3654,107900
2.2372,108800
2.2197,138200
2.0682,113000
2.316,119400
2.3036,110600
1.6875,113500
2.4387,117000
2.6111,107000
2.2969,116100
2.3333,122800
5.1929,165000
5.0464,163900
3.2917,144300
3.5313,142100
4.8686,195300
5.4788,339300
5.2861,195100
4.125,216700
4.2386,500001
5.3006,221400
5.2898,177100
3.9414,137100
5.536,204800
4.2721,150300
5.195,161000
3.4419,138100
6.2308,257900
3.55,111000
4.46,189800
5.5362,195600
4.7965,160800
5.1365,215000
4.6875,189800
5.1512,187800
5.363,211300
5.1624,267900
5.0346,240500
3.1103,110000
5.1045,161300
2.9542,127900
2.3229,118000
4.2273,295200
4.4875,249100
5.4625,223600
2.7232,123200
4.8125,173900
2.5379,152700
4.1883,184500
3.7585,144500
7.4141,236500
5.5563,214500
5.2713,216500
1.9531,162500
1.625,162500
3.175,101600
1.7579,103400
4.711,133500
3.4896,140300
4.6667,160600
2.725,95300
2.275,85400
4.4063,129900
4.7877,132600
3.5851,142000
4.2775,138700
5.253,163300
5.2174,155500
6.3223,223200
5.6409,197700
1.3125,135700
2.1574,86900
3.0907,127200
3.1042,164800
1.6111,113900
3.2705,113200
4.2654,137600
4.1482,124600
4.0473,127200
4.1953,136600
3.0789,114200
3.2148,117000
4.0938,130900
5.0223,152600
4.7568,143500
4.0467,121500
3.5781,244400
4.189,143000
2.625,500001
2.8194,136300
4.6,187500
3.6618,161300
4.0833,100000
3.9052,122100
3.4237,113700
2.1848,97900
2.5335,110100
1.9912,98600
2.0881,83300
2.3276,92400
1.9014,83500
4.5881,136400
5.3238,228900
3.58,113400
3.8869,125900
3.125,117200
4.1386,177300
2.375,145800
3.8036,139600
4.1875,161200
4.065,148200
1.3417,169300
2.2618,96100
2.625,155400
2.5221,109200
2.5847,145300
3.2778,148800
4.0717,126500
1.972,90500
2.7983,112500
2.1182,71300
3.1319,111500
2.6322,140700
2.2969,89300
1.9767,81500
2,83000
2.4662,118300
4.0982,173300
2.1549,146500
2.8401,104200
2.1484,129200
2.0878,101300
2.817,110000
2.1667,114600
5.3275,168700
3.2481,123800
3.1513,154300
3.1832,157400
3.102,111300
1.9194,100600
4.2788,125000
3.375,131800
2.2423,132600
2.5395,109200
3.8056,162200
2.6949,163600
9.4356,465600
3.2258,159300
3.5125,155600
3.235,210700
3.6273,150900
4.5936,174300
4.7944,215300
4.3651,145600
3.9443,187300
3.7538,147500
4.8083,347700
4.125,392100
4.3833,307600
3.244,337200
4.2917,221900
6.9136,493300
3.475,187500
6.993,500001
3.9963,191100
4.5841,212300
4.6904,174200
2.83,43000
3.9617,183000
5.5351,429000
5.2066,500001
3.0043,134700
3.1591,189700
5.3623,201300
4.4792,173900
2.1071,93800
2.8125,143800
1.9961,97800
2.3712,127900
2.0714,85800
1.7847,109500
2.964,121500
3.6806,112800
2.4554,89400
3.069,87000
3.2371,94500
2.7083,91200
4.6406,118900
3.7175,120000
4.0433,132300
2.5898,76300
1.942,86200
1.3039,77500
1.4366,77000
1.8446,85700
2.2161,76900
2.2115,87600
2.4145,137600
1.8015,105100
1.7079,95900
1.9707,107900
2.1722,69400
2.1103,94400
1.9476,112500
2.2925,113100
2.8393,120700
2.683,139300
2.3,108900
2.1979,95300
1.8845,77700
2.0135,83000
2.535,74800
1.7303,74000
2.0577,56700
2.5612,130800
1.5982,140000
2.0154,81700
2.3169,123400
2.933,170700
2.4167,104900
2.5357,94400
3.5255,132100
4.7356,195900
2.3355,118800
3.1393,116300
2.4322,112100
2.7344,149000
2.8783,105200
3.125,187500
1.4063,81900
3.7083,147500
2.3977,58000
1.4688,90000
1.6875,63000
1.3286,81800
3.0417,146300
1.625,55000
2.7788,91100
3.4545,89800
1.9472,73200
3.0432,91200
1.424,73200
2.1581,68300
3.6339,98600
2.0549,95600
2.0976,72600
1.2188,55000
2.2321,71800
5.5,193800
2.218,73400
1.4556,54600
2.7536,73100
2.6643,81000
3.3333,143400
3.4167,100000
3.0625,150500
3.5882,161100
2.9141,214300
3.8281,163500
2.8071,137500
3.038,128100
2.355,122900
2.9167,115300
6.2702,345500
3.0694,173400
2.5625,103100
2.183,113500
1.9107,155700
2.7219,74400
3.0208,66300
1.95,61000
2.8056,68100
1.1917,50000
3.5208,76600
1.6849,88400
1.7844,78500
3.3616,89600
1.4665,61100
2.625,68200
1.6983,66600
1.7388,66000
2.3382,89400
3.2578,85200
1.8,81000
4.0417,146400
4.0729,100000
1.5227,71000
3.6875,130400
1.9167,70400
3.3897,230200
2.9647,110900
5.7613,500001
2.5885,159000
3.4886,112500
2.1042,87500
2.9569,65900
2.5212,145200
1.5595,115600
2.6083,321900
3.6667,90000
2.5399,94800
3.4394,162200
2.1176,124100
3.1493,199400
3.7396,148900
2.2216,183900
3.1364,301600
2.25,248100
3.9737,235600
2.5489,220500
4.6855,125200
1.7204,137500
2.6298,145200
4.3111,142500
3.9508,104200
2.4497,90900
2.1411,136400
3.5223,115100
4.9444,285000
6.1437,232100
3.0859,134600
7.6281,341700
6.8729,259200
3.6161,99100
3.3799,239300
4.084,194500
4.036,158500
3.2846,131900
1.3801,55000
2.5477,83000
4.4107,122500
3.3162,113600
4.0079,134500
3.312,121300
3.5569,128000
4.5556,258100
6.9833,238800
3.0021,152300
2.2439,97500
3.7727,500001
7.9885,403300
3.3639,168800
2.4659,177800
2.2208,138300
7.8005,318100
7.4382,353100
5.6918,231300
2.8882,137500
2.9187,93400
3.3333,91800
3.6354,98000
4.5938,102600
3.1086,105800
2.7667,92900
3.2833,124700
3.8125,96700
4.7195,199300
3.1771,167400
3.4583,67500
2.025,50000
3.775,93400
2.7598,95000
3.0682,104100
3.3107,69400
3.0673,68200
2.3169,68900
2.1217,68500
2.8648,72100
1.7083,82200
1.7172,58800
2.2989,60600
1.7805,76900
2.444,90000
2.9286,112500
2.0871,84700
1.6557,65400
2.5,96300
3.8846,100900
1.5809,100000
3.0114,366700
10.2948,382400
2.1287,58600
1.654,100000
1.7344,66400
2.0347,68900
2.2679,61400
2.5714,65900
1.9306,47500
1.7297,67500
2.2141,66700
2.375,155000
2.5383,74000
2.425,76100
1.625,53500
1.2656,27500
3.1827,71700
3.2097,71300
1.6154,87500
2.9653,94900
1.6395,44400
1.6509,85700
3.1917,73400
1.925,65500
2.0833,45000
2.1782,58400
2.1759,61500
2.6797,86500
3.3438,74000
0.536,275000
2.6768,82400
1.625,62000
3.9167,155700
4.0972,163700
3.7731,161400
3.9271,147100
3.5893,142000
3.776,164500
3.0208,148800
3.4914,153900
3.5313,147900
3.8914,181600
1.7765,109800
1.5922,115100
2.3266,137500
2.6976,109300
2.01,94300
1.6277,140600
1.4034,90300
1.6116,70500
1.0313,85000
1.4375,168800
0.7526,162500
2.5821,125000
3.358,77500
0.9196,137500
1.245,137500
1.4301,141700
1.625,187500
1.7568,93800
1.2209,87900
2.1691,150000
1.9034,123900
1.8512,114100
3.0217,200000
1.2041,168100
1.5872,157500
3.2963,236100
4.63,233800
2.9191,111800
3.1583,140000
3.2386,213200
3.1484,158900
2.0549,156700
3.1827,131700
3.7167,131900
2.8542,139400
2.5417,125900
3.0938,137800
5.1169,232500
4.0417,173800
2.6417,98900
2.7333,100100
1.4889,77600
3.3348,122800
2.625,121200
2.9821,97000
3.125,85600
2.2125,104000
1.7616,84100
1.2235,68500
1.1458,65400
1.8911,85900
2.0221,95800
1.7328,88100
2.0089,113600
2.7316,134700
1.78,114300
1.2813,87500
1.9013,86900
1.7155,108800
1.4712,94600
2.1719,87500
2.2031,93800
1.0114,80000
1.128,123100
1.0649,137500
2.8417,137900
2.7885,137200
3.0033,103500
3.3844,151100
5.6402,209800
3.6729,137800
2.5639,123000
8.338,405800
5.0359,224100
5.2362,236800
3.7344,179800
7.1035,228700
4.3929,162500
2.0833,94300
4.1467,175000
4.8603,191900
2.8542,125000
0.9948,65400
1.0208,55800
1.2679,56700
1.186,67000
2.0242,94600
2.7787,56000
1.4702,58300
1.8333,58200
2.0074,57000
3.0521,108000
2.9769,92700
3.15,101500
2.5694,92400
1.9485,86600
2.398,87600
2.925,94300
2.4618,101300
3.2404,93600
2.5389,75700
3.1944,79000
2.9737,72100
2.8298,71200
3.4083,71800
3.1208,82700
3.1667,81900
2.3272,80600
1.8689,66800
1.9423,87800
2.5574,72600
2.5898,72100
1.3927,78300
2.7697,76600
4.6923,192000
3.5231,114300
4.25,191900
5.3135,216600
2.2574,59100
5.5208,171300
6.6112,251600
4.0972,181400
2.3487,101600
3.125,130600
1.6932,78400
2.3542,103900
2.9911,96400
3.1014,96800
3.3906,124200
2.1975,73500
1.9837,62300
1.4138,52500
1.4625,54400
1.3646,65400
2.9219,152900
3.319,84500
3.0313,87900
3.7414,98500
3.1768,79500
3.9792,164800
4.2885,160300
3.5737,171200
3.0963,156900
4.1,158300
5.0371,180200
6.5253,216800
5.7621,204600
4.2075,183600
4.2216,217900
6.4667,216800
3.1607,178900
4.8497,184400
4.8811,212200
3.6196,152800
5.1442,174500
3.1583,95800
2.5926,72300
1.3679,70300
2.6613,77700
2.7368,78200
3.3689,83400
1.5908,78600
2.735,74600
2.3233,78800
2.6382,76200
2.3496,68000
3.2702,67300
1.7891,60500
1.7714,69900
2.1679,75400
2.4741,87000
1.7692,63900
1.8007,65400
1.5292,55700
1.2575,66800
1.5735,110000
2.7101,99500
1.7188,137500
3.625,80000
1.8205,60400
1.6521,69700
2.2245,75900
2.6288,71200
2.5592,70300
2.1736,72100
1.68,84100
2.71,65600
2.214,82400
4.088,96800
1.4007,97500
2.8139,90400
3.025,87900
2.575,107900
3.5323,109800
3.3878,109300
2.9571,103100
3.0625,90500
2.7262,109800
3.5402,98700
3.5227,93100
3.363,103000
1.9657,116000
3.5968,106300
2.9647,108900
2.0062,92000
1.3571,55000
4.3644,137400
4.3288,133700
4.6944,130900
3.5278,126200
1.9044,154300
5,142500
1.9167,156300
2.925,142400
0.9274,67500
0.9204,82100
1.725,67500
2.8231,137500
5.1385,179500
5.2449,387000
8.4016,338700
5.8416,297600
3.2443,190700
7.143,327800
1.7451,89600
2.2452,102800
3.8672,111400
2.1694,95700
2.6442,55000
3.4784,105500
2.0471,104200
2.6485,114500
2.5245,99100
3.089,141400
2.9559,136600
2.5238,118800
4.1488,136400
3.0156,103000
2.2264,108100
2.8,113600
2.5363,124600
2.0432,156800
3.2596,98700
2.8462,93400
6.3406,448300
3.788,136800
5.8336,283300
6.8469,446400
3.6053,148600
3.5179,207800
7.3343,280400
5.0497,191700
4.5313,189400
4.775,194100
2.7788,115700
5.0997,170100
4.4643,133000
3.875,133600
5.0492,144100
5.3243,265700
5.0508,225700
8.4699,344000
8.6572,320200
7.8031,267200
5.9174,225900
8.05,380000
5.5632,175200
4.875,146400
3.4299,164000
2.5511,134100
3.8882,159500
3.058,133000
4.7283,164500
4.6111,139300
2.1472,143400
2.6623,120700
4.8194,141100
4.6127,151800
1.6678,166100
2.2,116500
3.5625,115300
3.0139,115600
3.7569,127100
3.0833,114100
3.0086,126900
2.7813,118900
3.8068,150400
2.4632,156900
2.2844,170500
1.8176,160900
2.517,130400
1.8571,98700
2.2292,113200
1.9908,118800
2.5162,97500
2.0786,88600
2.1776,84400
1.3696,65200
2.0224,64900
2.6055,78000
1.6641,67000
1.9412,73100
2.0639,73000
1.8792,63300
2.3214,66800
1.9167,64400
1.8611,60500
1.6033,58500
2.098,49800
3.1696,77400
2.0417,65900
1.125,70500
1.0398,62100
3.8295,122200
1.3302,62200
1.3462,55900
1.6343,71000
1.9107,64700
1.4387,61000
2.6369,110000
3.2039,103400
3.8125,92600
1.867,60600
1.6607,67000
1.56,67600
1.4397,51700
2.5643,59800
1.4861,63100
1.0424,81400
2.4205,60900
1.9871,60900
1.0467,70100
4.6625,158900
1.0685,70000
1.2917,66300
1.9688,135600
0.9379,67500
2.1889,69300
1.6563,65800
1.6331,67500
3.9615,331300
3.6788,178800
3.7449,129300
3.7188,134500
2.6745,225000
3.1944,117000
3.9143,129700
3.4291,105300
3.8272,96600
2.3438,89400
2.1029,108600
8.0379,383300
3.0903,91900
4.7396,135500
4.0227,99800
3.5129,101200
4.0625,96200
3.9853,90400
3.8611,93900
2.5,96200
2.0625,94400
3.725,112200
3.6429,105200
3.1942,94900
2.2243,89200
2.8333,103000
5.0155,97300
3.3125,96800
3.625,91300
2.7179,81100
3.9914,120500
2.5062,112500
3.0833,87000
3.3074,84200
4.0673,84200
3.1786,83400
3.2361,84000
2.6713,84400
4.0909,108300
2.7009,80200
3.5429,88200
2.5542,72900
2.4844,77000
1.7596,93800
2.2723,78800
2.555,72700
2.3958,78400
2.2788,73400
0.9338,112500
3.6484,95000
2.2402,89500
3.865,88400
3.4911,88200
3.7857,112700
3.7031,114300
4.3118,120000
3.5403,98600
4.5432,151300
3.9318,133000
3.8355,107000
3.6989,93300
3.5802,129600
2.3683,82500
2.2339,116600
2.3844,86000
2.7955,96500
2.4574,103300
1.8972,100500
3.1858,109500
3.6937,99300
4.2743,124000
4.0352,118500
3.0417,120700
1.9805,92900
2.7011,130700
2.8092,137500
2.119,133100
2.5556,105700
3.6953,116100
3.6786,159700
3.2243,107900
2.7797,105500
2.6266,198500
4.6,199000
2.8106,183200
3.8068,161000
2.4342,119500
3.7562,139700
4.0036,161700
2.7181,156800
2.2574,135800
2.4537,153000
2.6023,142200
2.0926,166100
2.7079,148000
3.9063,162100
6.2817,288200
3.3182,213000
3.0972,150000
3.0348,150500
6.244,240000
3.0864,177900
2.6897,148300
2.774,190200
6.6238,326700
4.0833,160000
4.6302,195400
3.6523,158500
5.2081,136400
4.7381,140500
5.078,163400
3.95,143600
3.0952,157700
5.5,165700
3.712,139000
4.2188,139200
4.5278,144300
3.5852,121600
5.4889,232300
5.6529,196000
5.259,249400
4.6437,212900
4.8088,169500
6.2082,250300
3.7869,216100
5.02,169600
6.1183,221600
6.1872,188700
4.1382,189800
5.6864,258700
4.6484,270600
2.9016,159800
4.3098,213500
4.8375,217400
5.2949,173300
3.8816,147300
4.8661,186200
10.2264,350000
3.6298,242100
2.8973,117100
3.0212,112900
3.575,113500
3.7813,143200
2.6016,121200
3.235,124700
4.0739,115400
3.8776,124500
1.9093,142900
2.8226,99900
3.5769,103800
2.2813,131900
3.9506,122200
4.5245,127500
4.3836,102000
4.3643,124900
3.2444,118400
3.0703,126000
2.7868,117800
4.6923,122700
3.5893,146400
2.8426,130600
3.1382,91600
4.1563,135700
1.962,130200
2.5909,125400
4.8224,115500
4.0417,114500
3.5444,132500
3.6995,134900
2.1009,82500
3.8603,134300
3.0733,119800
5.2817,140600
4.8523,143000
3.3188,117100
4.2037,125400
4.6488,145300
4.4489,145600
2.7477,133000
5.7133,166800
4.2464,144400
5.2586,137000
4.5562,134500
4.1607,112800
3.7426,135500
4.9688,135600
5.2051,167400
6.1943,276100
4.2262,244300
4.2273,141800
2.5199,149000
4.0781,124300
2.7388,111600
3.8906,128700
3.75,147300
5.4797,160000
4.3625,158800
1.8589,144000
3.6516,130500
5.2177,162700
4.4609,142900
4.3009,143400
4.3826,146600
5.6902,243200
3.2321,390800
6.3528,274500
4.3214,131700
2.7174,137500
3.4506,139000
4.4695,214700
4.8542,170500
3.9226,148700
3.8954,133000
4.0182,131700
3.4896,143800
4.1071,145800
4.05,130700
3.0533,112100
4.817,147000
2.9803,115400
4.6902,171000
6.1185,179200
5.47,204800
6.1359,225000
2.5183,293300
3,121900
2.3333,116000
3.7796,159000
5.0159,189600
3.1161,131600
6.2503,222500
4.2031,212500
6.8869,263100
3.6645,203400
7.2582,273200
2.233,55000
2.6981,112500
3.1711,101900
3.6817,136100
2.5035,123700
3.9727,132700
4.3235,116900
3.3926,103400
2.7652,95600
2.7356,96100
2.4722,103300
4.4519,110500
2.9452,115600
3.1654,111600
3.1194,112500
4.0938,109100
5.31,127500
3.311,109400
3.6897,101100
4.5766,108700
2.9693,104400
3.1042,165000
2.3787,91300
2.6471,90700
2.5035,112500
3.5192,113300
2.5,101600
2.3684,150000
3.0481,92500
3.6563,95600
2.1116,89600
2.8966,92400
2.9896,118600
4.1447,114000
3.5691,116300
2.9464,113500
2.6635,135800
2.7679,118000
5.6485,129500
4.5066,140200
5.0917,134100
4.4602,134500
3.9934,123300
5.0427,126900
2.8021,118800
5.0622,132400
5.2881,138000
4.5815,125500
1.8288,32500
2.0901,52500
4.15,157500
4.2206,157700
4.3658,130600
4.5604,145900
5.4445,237600
5.8831,209900
4.3879,144400
5.7452,240900
